Checkbox,Country/Region,Email,Email Validation,First Name,HubSpot Record ID,Industry,Last Name,Original Email,Phone Number,Street Address,Temporary ID,Training Create Date,country_found,city_found,Known City,Extension
Yes,Waterford,rosalie_latham309467180@mafthy.com,Valid,Rosalie,,Fruit;Vegetables,Latham,,+(353)3350 30528,"Caslon   Walk, 348",89925826856,2021-11-16,Ireland,Waterford,True,ext 17
Yes,Limerick,,No Email,Tyson,,Poultry;Fish,Newman,,+(353)6835 027381,"Balham   Vale, 5116",89926296135,2021-11-05,Ireland,Limerick,True,ext 76
Yes,Oxford,alan_lindop1694242689@twace.org,Valid,Alan,,Milling,Lindop,,+(44)1271 578321,"Ensign   Way, 3032",89929961602,2021-08-12,England,Oxford,True,ext 97
Yes,Dublin,cherish_carter281157987@iatim.tech,Valid,Cherish,,Animal feeds,Carter,,+(353)5245 725872,"Unwin  Vale, 5070",89931266306,2021-01-23,Ireland,Dublin,True,ext 55
Yes,Milton Keynes,melinda_robinson1875674089@dionrab.com,Valid,Melinda,,Fruit;Vegetables,Robinson,,+(44)8065 078714,"Wadham  Hill, 2705",89892590232,2021-01-13,England,Milton Keynes,True,ext 85
Yes,Plymouth,bob_vollans505014175@deons.tech,Valid,Bob,,Animal feeds,Vollans,,+(44)8368 642806,"Elf  Avenue, 1599",89892590233,2021-06-04,England,Plymouth,True,ext 5
Yes,Oxford,karen_booth1627600248@hourpy.biz,Valid,Karen,,Milling,Booth,,+(44)6074 12487,"Mariner   Drive, 19",89897092628,2021-06-10,England,Oxford,True,ext 97
Yes,Winchester,alexander_yang711963282@deavo.com,Valid,Alexander,,Bakery products,Yang,,+(44)3678 68341,"Caroline  Hill, 9826",89910465647,2021-12-31,England,Winchester,True,ext 17
Yes,England,anthony_calderwood1188607108@famism.biz,Valid,Anthony,,Fruit;Vegetables,Calderwood,,+(44)7417 007005,"Howard Drive, 4781",89911820642,2021-04-26,England,,False,ext 13
Yes,Winchester,barney_mcneill75485957@infotech44.tech,Valid,Barney,,Dairy products,Mcneill,,+(44)7156 073152,"Fieldstone Tunnel, 5473",89922428464,2021-11-16,England,Winchester,True,ext 62
Yes,Winchester,caleb_myatt931713836@tonsy.org,Valid,Caleb,,Poultry;Fish,Myatt,,+(44)5300 151864,"Longmoore   Grove, 450",89923447145,2021-07-06,England,Winchester,True,ext 75
Yes,Oxford,anthony_dempsey30889722@atink.com,Valid,Anthony,,Poultry;Fish,Dempsey,,+(44)5875 046842,"Thomas Doyle   Street, 8578",89923852621,2021-05-20,England,Oxford,True,ext 4
Yes,England,shannon_everett1915291580@gmail.com,Valid,Shannon,,Animal feeds,Everett,,+(44)3834 553373,"Glenwood Grove, 1770",89923962286,2021-06-24,England,,False,ext 46
Yes,Winchester,boris_seymour1963813126@iatim.tech,Valid,Boris,,Animal feeds,Seymour,,+(44)5786 785538,"Thrale   Hill, 2910",89924859434,2021-11-26,England,Winchester,True,ext 48
Yes,Winchester,angelica_foxley470359110@elnee.tech,Valid,Angelica,,Fruit;Vegetables,Foxley,,+(44)1763 760823,"Capeners  Crossroad, 6729",89925150298,2021-03-21,England,Winchester,True,ext 87
Yes,Dublin,abdul_welsch500136973@grannar.com,Valid,Abdul,,Poultry;Fish,Welsch,,+(353)4408 470538,"Linda Lane Lane, 5888",89925160110,2021-09-24,Ireland,Dublin,True,ext 100
Yes,Limerick,barry_dillon1506234576@acrit.org,Valid,Barry,,Fruit;Vegetables,Dillon,,+(353)4501 207362,"Chantry   Grove, 339",89925160111,2021-01-03,Ireland,Limerick,True,ext 49
Yes,Oxford,martin_healy822780272@joiniaa.com,Valid,Martin,,Dairy products,Healy,,+(44)8442 884653,"Baltic  Grove, 3021",89926118261,2021-09-17,England,Oxford,True,ext 39
Yes,Oxford,brad_mcgee1058628814@corti.com,Valid,Brad,,Poultry;Fish,Mcgee,,+(44)5768 248834,"Lake Rue, 1352",89926118262,2021-07-03,England,Oxford,True,ext 64
Yes,England,sebastian_morris34599216@infotech44.tech,Valid,Sebastian,,Fruit;Vegetables,Morris,,+(44)3144 144851,"Chelsea Manor  Avenue, 1540",89929640454,2021-08-17,England,,False,ext 17
Yes,Plymouth,abdul_ianson1674910559@acrit.org,Valid,Abdul,,Dairy products,Ianson,,+(44)6012 470737,"Oxford Crossroad, 2037",89929961601,2021-04-26,England,Plymouth,True,ext 3
Yes,Limerick,adalie_clifton1479415399@brety.org,Valid,Adalie,,Milling,Clifton,,+(353)5616 542556,"Spruce Walk, 424",89930411328,2021-11-04,Ireland,Limerick,True,ext 8
Yes,Cork,julius_robertson1661396786@cispeto.com,Valid,Julius,,Animal feeds,Robertson,,+(353)2683 023831,"Bolton  Tunnel, 5060",89931250249,2021-02-06,Ireland,Cork,True,ext 77
Yes,Cork,rocco_gibbons1114319019@ubusive.com,Valid,Rocco,,Milling,Gibbons,,+(353)5171 287333,"Elia   Boulevard, 9017",89931282348,2021-06-02,Ireland,Cork,True,ext 91
Yes,Oxford,cedrick_jenkin691957980@cispeto.com,Valid,Cedrick,,Dairy products,Jenkin,,+(44)4336 887520,"Arthur  Vale, 8291",89931827057,2021-02-22,England,Oxford,True,ext 96
Yes,Ireland,bob_hamilton1401881778@deons.tech,Valid,Bob,,Bakery products,Hamilton,,+(353)7055 726354,"Bermondsey    Pass, 8940",89932055624,2021-05-18,Ireland,,False,ext 60
Yes,Dublin,blake_hill506018627@liret.org,Valid,Blake,,Poultry;Fish,Hill,,+(353)8113 881047,"Walnut Hill, 3909",89878047302,2021-11-04,Ireland,Dublin,True,ext 59
Yes,Dublin,analise_pond2058460672@kideod.biz,Valid,Analise,,Bakery products,Pond,,+(353)6152 677410,"Biggerstaff   Grove, 9944",89882497168,2021-06-11,Ireland,Dublin,True,ext 100
Yes,Plymouth,bristol_freeburn473610571@typill.biz,Valid,Bristol,,Bakery products,Freeburn,,+(44)8646 755601,"Carlisle  Avenue, 6563",89882836574,2021-11-06,England,Plymouth,True,ext 55
Yes,Plymouth,angelique_isaac1550872090@bulaffy.com,Valid,Angelique,,Milling,Isaac,,+(44)2834 844862,"Clerkenwell Rue, 4255",89901150735,2021-05-10,England,Plymouth,True,ext 65
Yes,Oxford,shannon_everett773979295@elnee.tech,Valid,Shannon,,Dairy products,Everett,,+(44)8771 445844,"Bletchley   Vale, 366",89921852540,2021-08-07,England,Oxford,True,ext 92
Yes,London,liam_rowan2030363936@dionrab.com,Valid,Liam,,Milling,Rowan,,+(44)3466 118301,"Birkin   Grove, 9323",89922854718,2021-12-16,England,London,True,ext 96
Yes,Winchester,aiden_walsh348159176@sveldo.biz,Valid,Aiden,,Poultry;Fish,Walsh,,+(44)5632 282447,"Aspen Hill, 6132",89923821180,2021-04-28,England,Winchester,True,ext 33
Yes,England,percy_powell1262642035@twace.org,Valid,Percy,,Meat,Powell,,+(44)5760 15470,"Becklow  Pass, 3059",89925826858,2021-12-10,England,,False,ext 35
Yes,Ireland,george_john1371131849@jiman.org,Valid,George,,Dairy products,John,,+(353)5064 640200,"Longman   Avenue, 7675",89926039853,2021-08-09,Ireland,,False,ext 34
Yes,Oxford,penny_parker1716699355@grannar.com,Valid,Penny,,Meat,Parker,,+(44)5461 340031,"Kinglake  Street, 1473",89926071672,2021-07-22,England,Oxford,True,ext 96
Yes,Dublin,brad_morgan2037635239@joiniaa.com,Valid,Brad,,Fruit;Vegetables,Morgan,,+(353)2752 750623,"Victoria Rise Drive, 8188",89931893080,2021-09-16,Ireland,Dublin,True,ext 87
Yes,Plymouth,angelica_matthews919704283@nanoff.biz,Valid,Angelica,,Meat,Matthews,,+(44)8477 535834,"Eaglet  Street, 6816",89932287773,2021-08-14,England,Plymouth,True,ext 34
Yes,Limerick,brooklyn_corbett1634773211@jiman.org,Valid,Brooklyn,,Meat,Corbett,,+(353)6857 21804,"Chantry   Rue, 1337",89932437547,2021-09-17,Ireland,Limerick,True,ext 16
Yes,Dublin,boris_kelly842005554@joiniaa.com,Valid,Boris,,Animal feeds,Kelly,,+(353)7700 712315,"East Crossroad, 7215",89882836575,2021-12-12,Ireland,Dublin,True,ext 21
Yes,Winchester,michaela_downing1593001116@ubusive.com,Valid,Michaela,,Meat,Downing,,+(44)5304 640580,"Durham Street, 9119",89915204357,2021-11-24,England,Winchester,True,ext 36
Yes,Dublin,liam_hobbs2036560280@typill.biz,Valid,Liam,,Meat,Hobbs,,+(353)4525 234535,"Clissold  Pass, 6002",89919436379,2021-07-28,Ireland,Dublin,True,ext 73
Yes,Limerick,barry_chadwick2102929961@deavo.com,Valid,Barry,,Bakery products,Chadwick,,+(353)8782 575232,"Bagford   Walk, 3438",89921852541,2021-05-24,Ireland,Limerick,True,ext 36
Yes,Cork,barney_tailor181451570@ubusive.com,Valid,Barney,,Milling,Tailor,,+(353)6715 541307,"Spruce Route, 1952",89922822168,2021-11-29,Ireland,Cork,True,ext 19
Yes,Cork,ada_flanders582481047@iatim.tech,Valid,Ada,,Bakery products,Flanders,,+(353)1227 556216,"Fieldstone Crossroad, 6571",89922872848,2021-12-15,Ireland,Cork,True,ext 98
Yes,Limerick,carla_spencer2095074656@hourpy.biz,Valid,Carla,,Fruit;Vegetables,Spencer,,+(353)1128 215405,"Rivervalley Rue, 2458",89923836053,2021-10-02,Ireland,Limerick,True,ext 71
Yes,Limerick,angelique_johnson2059173196@corti.com,Valid,Angelique,,Animal feeds,Johnson,,+(353)6768 71135,"Thrale   Alley, 8213",89924828758,2021-02-10,Ireland,Limerick,True,ext 4
Yes,Milton Keynes,nathan_nicholls270151685@muall.tech,Valid,Nathan,,Bakery products,Nicholls,,+(44)7434 237874,"Unwin  Street, 5826",89925000632,2021-05-16,England,Milton Keynes,True,ext 10
Yes,Milton Keynes,liam_higgs567641692@joiniaa.com,Valid,Liam,,Poultry;Fish,Higgs,,+(44)6021 766250,"Argyle  Crossroad, 4405",89925020952,2021-04-17,England,Milton Keynes,True,ext 42
Yes,Limerick,brad_raven1595309985@bretoux.com,Valid,Brad,,Dairy products,Raven,,+(353)1053 157533,"Coal Wharf  Avenue, 6677",89925695098,2021-09-25,Ireland,Limerick,True,ext 11
Yes,Limerick,benjamin_adams318226384@jiman.org,Valid,Benjamin,,Dairy products,Adams,,+(353)3165 468001,"Queensberry  Alley, 9059",89925842228,2021-09-23,Ireland,Limerick,True,ext 50
Yes,Winchester,anthony_baker1494866237@vetan.org,Valid,Anthony,,Animal feeds,Baker,,+(44)5101 473260,"Sherlock   Lane, 1671",89925992630,2021-07-29,England,Winchester,True,ext 92
Yes,Winchester,ivette_gonzales1296254376@extex.org,Valid,Ivette,,Milling,Gonzales,,+(44)4681 760445,"Arundel   Tunnel, 8299",89929539369,2021-09-08,England,Winchester,True,ext 3
Yes,Ireland,anthony_norton1762651371@corti.com,Valid,Anthony,,Animal feeds,Norton,,+(353)1256 051388,"Chestnut  Rue, 4338",89929944334,2021-03-03,Ireland,,False,ext 2
Yes,England,boris_crawley151154068@ubusive.com,Valid,Boris,,Meat,Crawley,,+(44)7140 08553,"Tilloch   Tunnel, 4725",89930179857,2021-03-03,England,,False,ext 95
Yes,Plymouth,sebastian_freeburn364387798@ubusive.com,Valid,Sebastian,,Milling,Freeburn,,+(44)1524 761737,"Yoakley Lane, 8549",89930179858,2021-03-16,England,Plymouth,True,ext 95
Yes,London,alan_shaw92053038@elnee.tech,Valid,Alan,,Meat,Shaw,,+(44)2235 006123,"Shepherds  Alley, 3448",89931282347,2021-11-06,England,London,True,ext 38
Yes,Cork,carl_norburn1018877234@eirey.tech,Valid,Carl,,Poultry;Fish,Norburn,,+(353)7210 70635,"Clissold  Alley, 5016",89931877406,2021-04-25,Ireland,Cork,True,ext 18
Yes,Waterford,bart_durrant1684371922@gmail.com,Valid,Bart,,Poultry;Fish,Durrant,,+(353)1740 832113,"Abbotswell  Alley, 1170",89931893081,2021-03-17,Ireland,Waterford,True,ext 30
Yes,London,barney_roberts140572612@ubusive.com,Valid,Barney,,Fruit;Vegetables,Roberts,,+(44)2036 047283,"West Lane, 262",89932071349,2021-10-08,England,London,True,ext 39
Yes,Plymouth,bart_russell1972702545@eirey.tech,Valid,Bart,,Meat,Russell,,+(44)6233 238241,"Camden  Alley, 7499",89932086696,2021-01-27,England,Plymouth,True,ext 73
Yes,London,carter_tobin331995701@naiker.biz,Valid,Carter,,Animal feeds,Tobin,,+(44)3874 207184,"Glenwood Walk, 2215",89932287774,2021-08-19,England,London,True,ext 13
Yes,Plymouth,mike_collis1839637228@muall.tech,Valid,Mike,,Milling,Collis,,+(44)7103 533077,"Thorndike   Drive, 5341",89882990465,2021-08-05,England,Plymouth,True,ext 40
Yes,Waterford,rocco_doherty1215228645@irrepsy.com,Valid,Rocco,,Bakery products,Doherty,,+(353)1772 233717,"Norfolk  Rue, 8731",89892590234,2021-08-07,Ireland,Waterford,True,ext 81
Yes,Limerick,sofie_walsh630055850@jiman.org,Valid,Sofie,,Meat,Walsh,,+(353)7408 021655,"Eldon  Tunnel, 7231",89900063020,2021-08-17,Ireland,Limerick,True,ext 82
Yes,Milton Keynes,lucas_walter481593505@gembat.biz,Valid,Lucas,,Poultry;Fish,Walter,,+(44)5238 443257,"Catherine  Hill, 5273",89900063021,2021-04-25,England,Milton Keynes,True,ext 43
Yes,Milton Keynes,andrea_preston936261476@bungar.biz,Valid,Andrea,,Poultry;Fish,Preston,,+(44)3738 370744,"Hamilton  Alley, 8132",89922443660,2021-09-29,England,Milton Keynes,True,ext 68
Yes,Oxford,camellia_rose67227602@atink.com,Valid,Camellia,,Poultry;Fish,Rose,,+(44)3574 600467,"Balfe   Boulevard, 466",89922443661,2021-10-02,England,Oxford,True,ext 7
Yes,Plymouth,peter_robinson1885627733@atink.com,Valid,Peter,,Poultry;Fish,Robinson,,+(44)7613 478484,"Bective  Tunnel, 4186",89923447146,2021-12-20,England,Plymouth,True,ext 54
Yes,Oxford,brad_sinclair1899922432@sheye.org,Valid,Brad,,Dairy products,Sinclair,,+(44)2142 751664,"Vintners  Pass, 4881",89923805551,2021-11-17,England,Oxford,True,ext 80
Yes,Cork,sadie_whitmore1911992429@eirey.tech,Valid,Sadie,,Dairy products,Whitmore,,+(353)6266 004003,"Bazely   Alley, 5735",89923927874,2021-06-11,Ireland,Cork,True,ext 51
Yes,Cork,benjamin_jacobs1372908932@atink.com,Valid,Benjamin,,Fruit;Vegetables,Jacobs,,+(353)5304 040605,"College  Walk, 8914",89923962287,2021-09-15,Ireland,Cork,True,ext 2
Yes,Milton Keynes,anais_alexander679549427@famism.biz,Valid,Anais,,Poultry;Fish,Alexander,,+(44)8654 072613,"Charterhouse  Road, 1122",89923962288,2021-08-15,England,Milton Keynes,True,ext 15
Yes,Plymouth,lucas_turner471462682@acrit.org,Valid,Lucas,,Poultry;Fish,Turner,,+(44)5501 641713,"Ely  Way, 8162",89923962289,2021-01-27,England,Plymouth,True,ext 79
Yes,Winchester,peyton_power615779651@sheye.org,Valid,Peyton,,Bakery products,Power,,+(44)8718 087003,"Hickory   Crossroad, 8233",89924010268,2021-09-02,England,Winchester,True,ext 78
Yes,Ireland,carl_shaw65387731@mafthy.com,Valid,Carl,,Dairy products,Shaw,,+(353)4827 470671,"Bicknell  Vale, 1979",89924714070,2021-01-18,Ireland,,False,ext 83
Yes,Oxford,cedrick_sheldon2136985998@bauros.biz,Valid,Cedrick,,Poultry;Fish,Sheldon,,+(44)1883 60610,"Coborn  Drive, 5349",89925710976,2021-07-23,England,Oxford,True,ext 65
Yes,Winchester,anabel_mason1490328591@deavo.com,Valid,Anabel,,Poultry;Fish,Mason,,+(44)3676 086831,"Vincent  Way, 1819",89925826859,2021-06-06,England,Winchester,True,ext 88
Yes,Oxford,aleksandra_hunt1301132128@famism.biz,Valid,Aleksandra,,Dairy products,Hunt,,+(44)3717 406860,"Caldwell   Hill, 600",89929640455,2021-05-24,England,Oxford,True,ext 74
Yes,England,analise_kent1892833221@brety.org,Valid,Analise,,Meat,Kent,,+(44)7438 042870,"Thomas  Tunnel, 5802",89929640456,2021-07-09,England,,False,ext 82
Yes,Milton Keynes,benjamin_preston141367641@cispeto.com,Valid,Benjamin,,Animal feeds,Preston,,+(44)5672 886866,"Bacton   Avenue, 1120",89931266307,2021-07-25,England,Milton Keynes,True,ext 73
Yes,England,bart_dillon765100042@deons.tech,Valid,Bart,,Animal feeds,Dillon,,+(44)5046 520727,"Fair Tunnel, 799",89931282349,2021-12-31,England,,False,ext 49
Yes,Cork,liam_owen1162728747@deavo.com,Valid,Liam,,Meat,Owen,,+(353)5836 338081,"Battis   Rue, 5062",89897092630,2021-06-11,Ireland,Cork,True,ext 88
Yes,Waterford,bart_horton1975752769@gompie.com,Valid,Bart,,Fruit;Vegetables,Horton,,+(353)8527 471231,"Sheringham   Walk, 8321",89900063023,2021-12-09,Ireland,Waterford,True,ext 96
Yes,England,boris_parker1431957389@twace.org,Valid,Boris,,Poultry;Fish,Parker,,+(44)5453 552838,"Cloth  Crossroad, 6753",89917963678,2021-10-07,England,,False,ext 9
Yes,England,logan_taylor1896998257@hourpy.biz,Valid,Logan,,Fruit;Vegetables,Taylor,,+(44)6662 715110,"East Rue, 7775",89922060606,2021-06-20,England,,False,ext 16
Yes,London,carissa_lynch939367709@bretoux.com,Valid,Carissa,,Bakery products,Lynch,,+(44)7540 143838,"Westcott  Lane, 6239",89922837007,2021-12-17,England,London,True,ext 76
Yes,Waterford,anthony_jobson752104730@twipet.com,Valid,Anthony,,Poultry;Fish,Jobson,,+(353)3584 002371,"Queen Caroline   Hill, 4861",89922872849,2021-12-24,Ireland,Waterford,True,ext 48
Yes,Waterford,ema_jarrett159116156@liret.org,Valid,Ema,,Animal feeds,Jarrett,,+(353)5430 806208,"Virginia Tunnel, 6018",89922888864,2021-12-10,Ireland,Waterford,True,ext 39
Yes,Milton Keynes,caleb_glynn2079144211@acrit.org,Valid,Caleb,,Milling,Glynn,,+(44)5476 755074,"Castle Lane, 1785",89924115519,2021-04-11,England,Milton Keynes,True,ext 44
Yes,Ireland,rufus_wright1998107171@joiniaa.com,Valid,Rufus,,Milling,Wright,,+(353)8317 111756,"Arbutus   Crossroad, 6124",89924699173,2021-02-21,Ireland,,False,ext 73
Yes,Waterford,ronald_rothwell273615547@womeona.net,Valid,Ronald,,Poultry;Fish,Rothwell,,+(353)3410 353735,"Thorndike   Rue, 3830",89925695099,2021-02-26,Ireland,Waterford,True,ext 53
Yes,Ireland,carl_stanton1163969455@grannar.com,Valid,Carl,,Bakery products,Stanton,,+(353)7001 665546,"Earl Rise Lane, 1083",89925826861,2021-09-26,Ireland,,False,ext 95
Yes,London,barney_bowen1391448002@nickia.com,Valid,Barney,,Bakery products,Bowen,,+(44)2783 652653,"Lincoln Hill, 9067",89929961603,2021-03-03,England,London,True,ext 46
Yes,Ireland,dakota_truscott1331220718@naiker.biz,Valid,Dakota,,Bakery products,Truscott,,+(353)7038 702252,"Clavell   Road, 3185",89929961604,2021-12-29,Ireland,,False,ext 90
Yes,Oxford,harry_squire636510531@bretoux.com,Valid,Harry,,Poultry;Fish,Squire,,+(44)3282 112216,"Viscount   Street, 1229",89930179859,2021-03-25,England,Oxford,True,ext 39
Yes,Limerick,sloane_truscott1656505661@ovock.tech,Valid,Sloane,,Milling,Truscott,,+(353)7864 351330,"Elf  Road, 465",89931827058,2021-04-11,Ireland,Limerick,True,ext 47
Yes,Cork,cassandra_vaughn1556278053@grannar.com,Valid,Cassandra,,Milling,Vaughn,,+(353)2377 246622,"Collingwood  Vale, 9390",89910465646,2021-10-24,Ireland,Cork,True,ext 54
Yes,England,russel_knight803135767@iatim.tech,Valid,Russel,,Fruit;Vegetables,Knight,,+(44)3540 136562,"Tilson  Route, 6197",89922619543,2021-04-27,England,,False,ext 100
Yes,Oxford,harmony_alexander1308081351@bulaffy.com,Valid,Harmony,,Dairy products,Alexander,,+(44)1442 042182,"Billing  Crossroad, 1845",89923178886,2021-12-24,England,Oxford,True,ext 48
Yes,Dublin,percy_welsch1275191317@elnee.tech,Valid,Percy,,Animal feeds,Welsch,,+(353)1600 508811,"Chantry   Crossroad, 6815",89925130319,2021-01-15,Ireland,Dublin,True,ext 8
Yes,Cork,livia_hardwick703188341@infotech44.tech,Valid,Livia,,Animal feeds,Hardwick,,+(353)2074 753300,"Fieldstone Tunnel, 2614",89931827059,2021-09-10,Ireland,Cork,True,ext 14
Yes,Plymouth,ron_salt523362015@nimogy.biz,Valid,Ron,,Fruit;Vegetables,Salt,,+(44)5416 370541,"Virginia Road, 8902",89931893082,2021-01-17,England,Plymouth,True,ext 37
Yes,Waterford,rosie_graham345338832@nickia.com,Valid,Rosie,,Fruit;Vegetables,Graham,,+(353)7410 728653,"Belmore  Way, 8574",89932055625,2021-03-23,Ireland,Waterford,True,ext 74
Yes,Milton Keynes,brad_stewart401947214@grannar.com,Valid,Brad,,Meat,Stewart,,+(44)1237 746440,"Linda Lane Hill, 4468",89932437548,2021-10-26,England,Milton Keynes,True,ext 18
Yes,Cork,livia_collingwood1291596724@nimogy.biz,Valid,Livia,,Bakery products,Collingwood,,+(353)5272 821662,"Balfe   Road, 3660",89882990464,2021-03-28,Ireland,Cork,True,ext 71
Yes,Limerick,ryan_blackwall2002354517@hourpy.biz,Valid,Ryan,,Milling,Blackwall,,+(353)8686 781582,"Sundown Walk, 4092",89892117669,2021-01-12,Ireland,Limerick,True,ext 50
Yes,Limerick,nathan_russel228845654@brety.org,Valid,Nathan,,Dairy products,Russel,,+(353)7307 351454,"Apostle  Crossroad, 142",89900063022,2021-09-27,Ireland,Limerick,True,ext 57
Yes,Oxford,nicholas_nanton708809055@naiker.biz,Valid,Nicholas,,Bakery products,Nanton,,+(44)3258 502682,"Sheffield Tunnel, 1047",89922854719,2021-08-30,England,Oxford,True,ext 84
Yes,Plymouth,rufus_murray1077204947@sveldo.biz,Valid,Rufus,,Meat,Murray,,+(44)6123 874343,"Bellenden   Route, 5798",89923852622,2021-06-09,England,Plymouth,True,ext 84
Yes,Dublin,rocco_tyler1592019382@vetan.org,Valid,Rocco,,Fruit;Vegetables,Tyler,,+(353)2781 232265,"Gautrey  Hill, 7105",89924699174,2021-11-01,Ireland,Dublin,True,ext 86
Yes,Waterford,remy_morris457177822@nanoff.biz,Valid,Remy,,Poultry;Fish,Morris,,+(353)6655 671327,"Kimberley  Pass, 344",89931282350,2021-01-13,Ireland,Waterford,True,ext 2
Yes,Winchester,nicholas_moore1591015327@infotech44.tech,Valid,Nicholas,,Dairy products,Moore,,+(44)8601 055376,"Angel  Walk, 2972",89902964845,2021-04-18,England,Winchester,True,ext 37
Yes,Waterford,sebastian_umney384226902@corti.com,Valid,Sebastian,,Fruit;Vegetables,Umney,,+(353)8461 336500,"Biggerstaff   Way, 7863",89911820643,2021-09-03,Ireland,Waterford,True,ext 29
Yes,England,russel_cobb1710067242@typill.biz,Valid,Russel,,Fruit;Vegetables,Cobb,,+(44)5647 402576,"Linda   Crossroad, 8098",89921852542,2021-10-18,England,,False,ext 79
Yes,London,logan_brown860259343@atink.com,Valid,Logan,,Bakery products,Brown,,+(44)3667 117480,"Apothecary   Crossroad, 4088",89922428465,2021-12-27,England,London,True,ext 31
Yes,Plymouth,barry_bell210397934@gmail.com,Valid,Barry,,Dairy products,Bell,,+(44)2634 200658,"Cheltenham  Grove, 3451",89924136521,2021-09-07,England,Plymouth,True,ext 6
Yes,Cork,russel_shaw1379026004@womeona.net,Valid,Russel,,Meat,Shaw,,+(353)8077 345113,"Walnut Crossroad, 4628",89929358153,2021-04-12,Ireland,Cork,True,ext 22
Yes,Waterford,karla_malone670877654@irrepsy.com,Valid,Karla,,Poultry;Fish,Malone,,+(353)7087 387685,"Cave   Avenue, 5789",89930411329,2021-07-21,Ireland,Waterford,True,ext 100
Yes,Waterford,luke_ainsworth312748358@jiman.org,Valid,Luke,,Fruit;Vegetables,Ainsworth,,+(353)7763 061636,"Hamilton  Rue, 5992",89931035544,2021-12-23,Ireland,Waterford,True,ext 63
Yes,Winchester,ramon_coates928715238@bulaffy.com,Valid,Ramon,,Poultry;Fish,Coates,,+(44)5420 052547,"Mariner  Vale, 7448",89922619544,2021-11-21,England,Winchester,True,ext 56
Yes,Oxford,ryan_james1291771619@tonsy.org,Valid,Ryan,,Milling,James,,+(44)2742 733261,"Commercial  Rue, 258",89923977096,2021-02-04,England,Oxford,True,ext 40
Yes,London,phillip_thomson1191123092@liret.org,Valid,Phillip,,Poultry;Fish,Thomson,,+(44)3437 030852,"Bel   Route, 1767",89924859435,2021-04-22,England,London,True,ext 28
Yes,Ireland,lynn_umney1749760391@jiman.org,Valid,Lynn,,Milling,Umney,,+(353)8366 573712,"Blackheath  Boulevard, 5475",89925000633,2021-09-20,Ireland,,False,ext 74
Yes,Waterford,carissa_patel446908817@ubusive.com,Valid,Carissa,,Milling,Patel,,+(353)2048 057771,"Bective  Street, 9721",89925842229,2021-09-20,Ireland,Waterford,True,ext 74
Yes,England,anabelle_graves2079377232@tonsy.org,Valid,Anabelle,,Milling,Graves,,+(44)3220 581251,"Chestnut Rise Tunnel, 389",89929358154,2021-01-06,England,,False,ext 53
Yes,Cork,ember_wilcox2022728485@dionrab.com,Valid,Ember,,Fruit;Vegetables,Wilcox,,+(353)3787 380026,"Endsleigh  Grove, 8910",89931250250,2021-08-16,Ireland,Cork,True,ext 54
Yes,Winchester,logan_phillips1241867887@bauros.biz,Valid,Logan,,Animal feeds,Phillips,,+(44)2270 528023,"King Grove, 6660",89931827060,2021-03-04,England,Winchester,True,ext 28
Yes,Waterford,sienna_stevenson2139350746@twace.org,Valid,Sienna,,Meat,Stevenson,,+(353)4287 717028,"Argyle  Rue, 3280",89882836576,2021-05-23,Ireland,Waterford,True,ext 85
Yes,Dublin,ryan_ellis715245763@bretoux.com,Valid,Ryan,,Dairy products,Ellis,,+(353)1736 10027,"Arctic   Pass, 4722",89924699175,2021-04-05,Ireland,Dublin,True,ext 15
Yes,Limerick,sienna_jarvis177471976@corti.com,Valid,Sienna,,Animal feeds,Jarvis,,+(353)8577 657545,"Hammersmith  Grove, 5167",89925160112,2021-07-22,Ireland,Limerick,True,ext 56
Yes,Plymouth,luke_hunter523347724@hourpy.biz,Valid,Luke,,Fruit;Vegetables,Hunter,,+(44)8406 315152,"Ellerslie Drive, 3747",89929961605,2021-06-04,England,Plymouth,True,ext 67
Yes,Cork,sebastian_wilkinson2026785129@corti.com,Valid,Sebastian,,Milling,Wilkinson,,+(353)3150 144676,"Howard Drive, 7264",89931319179,2021-11-18,Ireland,Cork,True,ext 7
Yes,Ireland,nathan_harrington1315720424@vetan.org,Valid,Nathan,,Fruit;Vegetables,Harrington,,+(353)8036 720734,"Charnwood   Alley, 7646",89932437549,2021-08-22,Ireland,,False,ext 36
Yes,England,sydney_walsh1704303944@twipet.com,Valid,Sydney,,Milling,Walsh,,+(44)2356 184785,"Union  Lane, 8222",89881198597,2021-09-20,England,,False,ext 84
Yes,Waterford,rylee_ryan1283003388@zorer.org,Valid,Rylee,,Poultry;Fish,Ryan,,+(353)4841 863513,"Blackheath   Lane, 3810",89925695100,2021-07-30,Ireland,Waterford,True,ext 59
Yes,London,sofie_walsh490771679@deavo.com,Valid,Sofie,,Meat,Walsh,,+(44)5215 177565,"Victoria  Avenue, 3456",89882990466,2021-02-01,England,London,True,ext 52
Yes,London,david_davies2073348854@bulaffy.com,Valid,David,,Meat,Davies,,+(44)8332 63231,"Kinglake  Drive, 9372",89892117670,2021-11-04,England,London,True,ext 99
Yes,England,selena_ainsworth391754559@cispeto.com,Valid,Selena,,Dairy products,Ainsworth,,+(44)4870 033120,"Geary   Alley, 9184",89922983349,2021-11-14,England,,False,ext 72
